5, 8, 575, 300, 576, 300, 1, 1, 2, 1, 0, 1, 0.000203
6, 8, 0, 0, 15000000, 300, 1, 1, 2, 1, 1, 0, 5.032738
7, 8, 9, 9, 15000000, 300, 1, 1, 2, 1, 1, 0, 5.158903
0, 8, 828, 400, 828, 400, 1, 1, 2, 1, 0, 1, 0.000284
1, 8, 0, 0, 15000000, 400, 1, 1, 2, 1, 1, 0, 5.152342
2, 8, 1, 1, 15000000, 400, 1, 1, 2, 1, 1, 0, 5.223629
3, 8, 4, 4, 15000000, 400, 1, 1, 2, 1, 1, 0, 4.964128
4, 8, 771, 400, 771, 400, 1, 1, 2, 1, 0, 1, 0.000269
5, 8, 1, 1, 15000000, 400, 1, 1, 2, 1, 1, 0, 5.162638
6, 8, 845, 400, 845, 400, 1, 1, 2, 1, 0, 1, 0.000287
7, 8, 3, 3, 15000000, 400, 1, 1, 2, 1, 1, 0, 5.599215
0, 8, 1036, 500, 1036, 500, 1, 1, 2, 1, 0, 1, 0.001436
1, 8, 0, 0, 15000000, 500, 1, 1, 2, 1, 1, 0, 4.971899
2, 8, 4, 4, 15000000, 500, 1, 1, 2, 1, 1, 0, 5.216517
3, 8, 0, 0, 15000000, 500, 1, 1, 2, 1, 1, 0, 5.010432
4, 8, 0, 0, 15000000, 500, 1, 1, 2, 1, 1, 0, 5.175439
5, 8, 960, 500, 960, 500, 1, 1, 2, 1, 0, 1, 0.001240
6, 8, 4, 4, 15000000, 500, 1, 1, 2, 1, 1, 0, 4.928460
7, 8, 1058, 500, 1061, 500, 1, 1, 2, 1, 0, 1, 0.001340
0, 8, 100, 100, 100, 100, 1, 1, 3, 0, 0, 0, 0.000047
1, 8, 1, 100, 100, 100, 1, 1, 3, 0, 1, 1, 0.000046
2, 8, 0, 100, 100, 100, 1, 1, 3, 0, 1, 1, 0.000049
3, 8, 98, 100, 100, 100, 1, 1, 3, 0, 0, 0, 0.000045
4, 8, 99, 100, 100, 100, 1, 1, 3, 0, 0, 0, 0.000050
5, 8, 97, 100, 100, 100, 1, 1, 3, 0, 0, 0, 0.000046
6, 8, 97, 100, 100, 100, 1, 1, 3, 0, 0, 0, 0.000047
7, 8, 0, 100, 100, 100, 1, 1, 3, 0, 1, 1, 0.000048
0, 8, 15000000, 2, 15000000, 200, 1, 1, 3, 1, 0, 1, 3.738894
1, 8, 15000000, 2, 15000000, 200, 1, 1, 3, 1, 0, 1, 3.741994
2, 8, 14999999, 2, 15000000, 200, 1, 1, 3, 1, 0, 1, 4.198623
3, 8, 2, 0, 15000000, 200, 1, 1, 3, 1, 1, 1, 3.801885
4, 8, 14999997, 2, 15000000, 200, 1, 1, 3, 1, 0, 1, 3.786565
5, 8, 0, 0, 15000000, 200, 1, 1, 3, 1, 1, 0, 3.747184
6, 8, 0, 0, 15000000, 200, 1, 1, 3, 1, 1, 0, 3.742222
7, 8, 2, 0, 15000000, 200, 1, 1, 3, 1, 1, 1, 3.745430
0, 8, 15000000, 0, 15000000, 300, 1, 1, 3, 1, 0, 1, 3.736205
1, 8, 15000000, 0, 15000000, 300, 1, 1, 3, 1, 0, 1, 4.179694
2, 8, 0, 0, 15000000, 300, 1, 1, 3, 1, 1, 1, 3.738405
3, 8, 15000000, 0, 15000000, 300, 1, 1, 3, 1, 1, 1, 3.748419
4, 8, 0, 0, 15000000, 300, 1, 1, 3, 1, 1, 1, 3.738375
5, 8, 15000000, 0, 15000000, 300, 1, 1, 3, 1, 0, 1, 3.746744
6, 8, 0, 0, 15000000, 300, 1, 1, 3, 1, 1, 1, 3.754458
7, 8, 0, 0, 15000000, 300, 1, 1, 3, 1, 1, 1, 3.744773
0, 8, 781, 400, 781, 400, 1, 1, 3, 1, 0, 1, 0.000246
1, 8, 762, 400, 762, 400, 1, 1, 3, 1, 0, 1, 0.000344
2, 8, 761, 400, 761, 400, 1, 1, 3, 1, 0, 1, 0.000257
3, 8, 1, 1, 15000000, 400, 1, 1, 3, 1, 1, 0, 5.328394
4, 8, 825, 400, 828, 400, 1, 1, 3, 1, 0, 1, 0.000258
5, 8, 823, 400, 828, 400, 1, 1, 3, 1, 0, 1, 0.000254
6, 8, 824, 400, 824, 400, 1, 1, 3, 1, 0, 1, 0.000268
7, 8, 828, 400, 829, 400, 1, 1, 3, 1, 0, 1, 0.000283
0, 8, 15000000, 0, 15000000, 500, 1, 1, 3, 1, 0, 1, 3.715541
1, 8, 15000000, 0, 15000000, 500, 1, 1, 3, 1, 0, 1, 3.735432
2, 8, 15000000, 0, 15000000, 500, 1, 1, 3, 1, 0, 1, 3.733495
3, 8, 0, 0, 15000000, 500, 1, 1, 3, 1, 1, 1, 3.742330
4, 8, 0, 0, 15000000, 500, 1, 1, 3, 1, 1, 1, 3.714231
5, 8, 2, 0, 15000000, 500, 1, 1, 3, 1, 1, 1, 4.087244
6, 8, 15000000, 0, 15000000, 500, 1, 1, 3, 1, 1, 1, 3.815674
7, 8, 0, 0, 15000000, 500, 1, 1, 3, 1, 1, 1, 3.833641
0, 8, 15000000, 0, 15000000, 100, 1, 1, 4, 1, 0, 1, 3.806327
1, 8, 0, 0, 15000000, 100, 1, 1, 4, 1, 1, 1, 3.802221
2, 8, 0, 0, 15000000, 100, 1, 1, 4, 1, 1, 1, 3.781106
3, 8, 15000000, 0, 15000000, 100, 1, 1, 4, 1, 0, 1, 3.882091
4, 8, 15000000, 0, 15000000, 100, 1, 1, 4, 1, 1, 1, 4.165204
5, 8, 15000000, 0, 15000000, 100, 1, 1, 4, 1, 1, 1, 3.794574
6, 8, 0, 0, 15000000, 100, 1, 1, 4, 1, 1, 1, 3.796745
7, 8, 15000000, 0, 15000000, 100, 1, 1, 4, 1, 1, 1, 3.797396
0, 8, 15000000, 0, 15000000, 200, 1, 1, 4, 1, 0, 1, 3.767201
1, 8, 15000000, 0, 15000000, 200, 1, 1, 4, 1, 0, 1, 3.797948
2, 8, 15000000, 0, 15000000, 200, 1, 1, 4, 1, 1, 1, 3.731411
3, 8, 15000000, 0, 15000000, 200, 1, 1, 4, 1, 1, 1, 4.202028
4, 8, 0, 0, 15000000, 200, 1, 1, 4, 1, 1, 1, 3.866468
5, 8, 15000000, 0, 15000000, 200, 1, 1, 4, 1, 0, 1, 3.729462
6, 8, 0, 0, 15000000, 200, 1, 1, 4, 1, 1, 1, 3.706326
7, 8, 15000000, 0, 15000000, 200, 1, 1, 4, 1, 1, 1, 3.810069
0, 8, 15000000, 0, 15000000, 300, 1, 1, 4, 1, 0, 1, 3.788068
1, 8, 15000000, 0, 15000000, 300, 1, 1, 4, 1, 0, 1, 4.245462
2, 8, 15000000, 0, 15000000, 300, 1, 1, 4, 1, 1, 1, 3.792598
3, 8, 0, 0, 15000000, 300, 1, 1, 4, 1, 1, 1, 3.716509
4, 8, 15000000, 0, 15000000, 300, 1, 1, 4, 1, 1, 1, 4.170189
5, 8, 0, 0, 15000000, 300, 1, 1, 4, 1, 1, 0, 3.830250
6, 8, 15000000, 0, 15000000, 300, 1, 1, 4, 1, 1, 1, 3.792955
7, 8, 15000000, 0, 15000000, 300, 1, 1, 4, 1, 1, 1, 3.854677
0, 8, 400, 400, 400, 400, 1, 1, 4, 0, 0, 0, 0.000176
1, 8, 398, 400, 400, 400, 1, 1, 4, 0, 0, 0, 0.000171
2, 8, 0, 400, 400, 400, 1, 1, 4, 0, 1, 1, 0.000177
3, 8, 399, 400, 400, 400, 1, 1, 4, 0, 0, 0, 0.000175
4, 8, 1, 400, 400, 400, 1, 1, 4, 0, 1, 1, 0.000180
5, 8, 399, 400, 400, 400, 1, 1, 4, 0, 0, 0, 0.000175
6, 8, 0, 400, 400, 400, 1, 1, 4, 0, 1, 1, 0.000179
0, 8, 15000000, 1, 15000000, 500, 1, 1, 4, 1, 0, 1, 3.773098
1, 8, 15000000, 1, 15000000, 500, 1, 1, 4, 1, 0, 1, 3.748711
2, 8, 0, 0, 15000000, 500, 1, 1, 4, 1, 1, 1, 3.748746
3, 8, 15000000, 1, 15000000, 500, 1, 1, 4, 1, 1, 1, 3.767139
4, 8, 0, 0, 15000000, 500, 1, 1, 4, 1, 1, 0, 3.745341
5, 8, 0, 0, 15000000, 500, 1, 1, 4, 1, 1, 0, 3.785024
6, 8, 15000000, 1, 15000000, 500, 1, 1, 4, 1, 1, 1, 3.747640
7, 8, 15000000, 1, 15000000, 500, 1, 1, 4, 1, 0, 1, 4.176780
0, 8, 15000000, 0, 15000000, 100, 1, 1, 5, 1, 0, 1, 4.078251
1, 8, 0, 0, 15000000, 100, 1, 1, 5, 1, 1, 1, 3.739428
2, 8, 15000000, 0, 15000000, 100, 1, 1, 5, 1, 1, 1, 3.738525
3, 8, 15000000, 0, 15000000, 100, 1, 1, 5, 1, 1, 1, 3.788980
4, 8, 15000000, 0, 15000000, 100, 1, 1, 5, 1, 1, 1, 3.751518
5, 8, 0, 0, 15000000, 100, 1, 1, 5, 1, 1, 1, 3.741865
6, 8, 0, 0, 15000000, 100, 1, 1, 5, 1, 1, 1, 3.721403
7, 8, 15000000, 0, 15000000, 100, 1, 1, 5, 1, 1, 1, 3.734888
0, 8, 15000000, 3, 15000000, 200, 1, 1, 5, 1, 0, 1, 3.874887
1, 8, 15000000, 3, 15000000, 200, 1, 1, 5, 1, 1, 1, 3.813151
2, 8, 15000000, 3, 15000000, 200, 1, 1, 5, 1, 1, 1, 3.806357
3, 8, 0, 0, 15000000, 200, 1, 1, 5, 1, 1, 0, 3.804944
4, 8, 0, 0, 15000000, 200, 1, 1, 5, 1, 1, 0, 3.787687
5, 8, 0, 0, 15000000, 200, 1, 1, 5, 1, 1, 0, 4.138731
6, 8, 15000000, 3, 15000000, 200, 1, 1, 5, 1, 1, 1, 3.790089
7, 8, 0, 0, 15000000, 200, 1, 1, 5, 1, 1, 1, 3.800021
0, 8, 15000000, 0, 15000000, 300, 1, 1, 5, 1, 0, 1, 3.739698
1, 8, 15000000, 0, 15000000, 300, 1, 1, 5, 1, 1, 1, 3.840173
2, 8, 0, 0, 15000000, 300, 1, 1, 5, 1, 1, 1, 3.723846
3, 8, 0, 0, 15000000, 300, 1, 1, 5, 1, 1, 1, 3.720648
4, 8, 15000000, 0, 15000000, 300, 1, 1, 5, 1, 1, 1, 3.717268
5, 8, 15000000, 0, 15000000, 300, 1, 1, 5, 1, 1, 1, 3.725000
6, 8, 0, 0, 15000000, 300, 1, 1, 5, 1, 1, 1, 4.007691
7, 8, 15000000, 0, 15000000, 300, 1, 1, 5, 1, 1, 1, 3.722506
0, 8, 15000000, 3, 15000000, 400, 1, 1, 5, 1, 0, 1, 3.735352
1, 8, 14999997, 3, 15000000, 400, 1, 1, 5, 1, 0, 1, 3.723273
2, 8, 0, 0, 15000000, 400, 1, 1, 5, 1, 1, 1, 3.721431
3, 8, 0, 0, 15000000, 400, 1, 1, 5, 1, 1, 1, 3.751165
4, 8, 14999995, 3, 15000000, 400, 1, 1, 5, 1, 1, 1, 3.744868
5, 8, 14999996, 3, 15000000, 400, 1, 1, 5, 1, 0, 1, 3.721296
6, 8, 4, 0, 15000000, 400, 1, 1, 5, 1, 1, 1, 4.125519
7, 8, 15000000, 3, 15000000, 400, 1, 1, 5, 1, 0, 1, 3.712162
0, 8, 15000000, 0, 15000000, 500, 1, 1, 5, 1, 0, 1, 3.716496
1, 8, 1, 0, 15000000, 500, 1, 1, 5, 1, 1, 1, 4.144750
2, 8, 15000000, 0, 15000000, 500, 1, 1, 5, 1, 1, 1, 3.780971
3, 8, 0, 0, 15000000, 500, 1, 1, 5, 1, 1, 1, 3.707180
4, 8, 15000000, 0, 15000000, 500, 1, 1, 5, 1, 0, 1, 3.746832
5, 8, 15000000, 0, 15000000, 500, 1, 1, 5, 1, 1, 1, 3.720552
6, 8, 15000000, 0, 15000000, 500, 1, 1, 5, 1, 1, 1, 3.743187
7, 8, 15000000, 0, 15000000, 500, 1, 1, 5, 1, 1, 1, 3.733740
0, 8, 183, 100, 183, 100, 1, 2, 1, 2, 0, 2, 0.000074
1, 8, 0, 0, 15000000, 100, 1, 2, 1, 2, 2, 0, 5.908805
2, 8, 1, 0, 15000000, 100, 1, 2, 1, 2, 1, 1, 5.750603
3, 8, 0, 0, 15000000, 100, 1, 2, 1, 2, 1, 1, 6.513991
4, 8, 1, 1, 15000000, 100, 1, 2, 1, 2, 2, 0, 5.669733
5, 8, 188, 100, 188, 100, 1, 2, 1, 2, 0, 2, 0.000079
6, 8, 3, 2, 15000000, 100, 1, 2, 1, 2, 1, 1, 6.357288
7, 8, 0, 0, 15000000, 100, 1, 2, 1, 2, 1, 1, 6.356942
0, 8, 394, 200, 394, 200, 1, 2, 1, 2, 0, 2, 0.000151
1, 8, 0, 0, 15000000, 200, 1, 2, 1, 2, 1, 1, 5.722333
2, 8, 2, 1, 15000000, 200, 1, 2, 1, 2, 1, 1, 5.767358
3, 8, 394, 200, 394, 200, 1, 2, 1, 2, 0, 2, 0.000158
4, 8, 1, 1, 15000000, 200, 1, 2, 1, 2, 2, 0, 5.887057
5, 8, 0, 0, 15000000, 200, 1, 2, 1, 2, 1, 1, 6.102203
6, 8, 2, 0, 15000000, 200, 1, 2, 1, 2, 1, 1, 6.047095
7, 8, 0, 200, 390, 200, 1, 2, 1, 2, 2, 1, 0.000164
0, 8, 587, 300, 587, 300, 1, 2, 1, 2, 0, 2, 0.000238
1, 8, 0, 300, 628, 300, 1, 2, 1, 2, 2, 1, 0.000257
2, 8, 5, 5, 15000000, 300, 1, 2, 1, 2, 2, 0, 5.920971
3, 8, 5, 2, 15000000, 300, 1, 2, 1, 2, 1, 1, 5.817927
4, 8, 0, 0, 15000000, 300, 1, 2, 1, 2, 2, 0, 6.461730
5, 8, 1, 1, 15000000, 300, 1, 2, 1, 2, 1, 1, 5.786864
6, 8, 0, 6, 15000000, 300, 1, 2, 1, 2, 2, 2, 6.243782
7, 8, 3, 3, 15000000, 300, 1, 2, 1, 2, 1, 1, 6.092189
0, 8, 400, 400, 400, 400, 1, 2, 1, 0, 0, 0, 0.000189
1, 8, 0, 400, 402, 400, 1, 2, 1, 0, 1, 1, 0.000214
2, 8, 400, 400, 400, 400, 1, 2, 1, 0, 0, 0, 0.000206
3, 8, 0, 400, 401, 400, 1, 2, 1, 0, 1, 1, 0.000203
4, 8, 3, 400, 401, 400, 1, 2, 1, 0, 2, 2, 0.000214
5, 8, 400, 400, 405, 400, 1, 2, 1, 0, 0, 0, 0.000209
6, 8, 404, 400, 407, 400, 1, 2, 1, 0, 0, 0, 0.000208
7, 8, 0, 400, 403, 400, 1, 2, 1, 0, 1, 1, 0.000214
0, 8, 1019, 500, 1019, 500, 1, 2, 1, 2, 0, 2, 0.000384
1, 8, 0, 500, 987, 500, 1, 2, 1, 2, 2, 1, 0.000409
2, 8, 1043, 500, 1054, 500, 1, 2, 1, 2, 0, 2, 0.000409
3, 8, 955, 500, 955, 500, 1, 2, 1, 2, 0, 2, 0.000386
4, 8, 3, 3, 15000000, 500, 1, 2, 1, 2, 2, 0, 5.670695
5, 8, 0, 0, 15000000, 500, 1, 2, 1, 2, 1, 2, 6.059051
6, 8, 1006, 500, 1006, 500, 1, 2, 1, 2, 0, 2, 0.000396
0, 8, 197, 100, 197, 100, 1, 2, 2, 2, 0, 2, 0.000085
1, 8, 1, 1, 15000000, 100, 1, 2, 2, 2, 2, 2, 5.675359
2, 8, 21, 100, 192, 100, 1, 2, 2, 2, 1, 2, 0.000087
3, 8, 0, 0, 15000000, 100, 1, 2, 2, 2, 2, 2, 6.105902
4, 8, 0, 100, 203, 100, 1, 2, 2, 2, 2, 2, 0.000091
5, 8, 1, 0, 15000000, 100, 1, 2, 2, 2, 2, 2, 6.019701
6, 8, 0, 100, 182, 100, 1, 2, 2, 2, 1, 2, 0.000085
7, 8, 7, 100, 186, 100, 1, 2, 2, 2, 1, 2, 0.000083
0, 8, 658, 200, 658, 200, 1, 2, 2, 2, 0, 2, 0.000233
1, 8, 0, 0, 15000000, 200, 1, 2, 2, 2, 2, 2, 5.225369
2, 8, 2, 1, 15000000, 200, 1, 2, 2, 2, 2, 2, 5.280294
3, 8, 1, 1, 15000000, 200, 1, 2, 2, 2, 1, 2, 5.416813
4, 8, 40, 14, 15000000, 200, 1, 2, 2, 2, 1, 2, 5.886517
5, 8, 0, 200, 658, 200, 1, 2, 2, 2, 2, 1, 0.000240
6, 8, 1, 1, 15000000, 200, 1, 2, 2, 2, 2, 0, 5.390208
7, 8, 4, 1, 15000000, 200, 1, 2, 2, 2, 1, 1, 5.491170
0, 8, 915, 300, 915, 300, 1, 2, 2, 2, 0, 2, 0.001801
1, 8, 932, 300, 933, 300, 1, 2, 2, 2, 0, 2, 0.001858
2, 8, 0, 0, 15000000, 300, 1, 2, 2, 2, 2, 1, 5.480018
3, 8, 1, 0, 15000000, 300, 1, 2, 2, 2, 2, 2, 5.614301
4, 8, 0, 7, 15000000, 300, 1, 2, 2, 2, 2, 1, 5.361502
5, 8, 0, 0, 15000000, 300, 1, 2, 2, 2, 2, 1, 5.471638
6, 8, 0, 0, 15000000, 300, 1, 2, 2, 2, 1, 2, 5.257769
7, 8, 1, 0, 15000000, 300, 1, 2, 2, 2, 1, 2, 6.016157
0, 8, 15000000, 0, 15000000, 400, 1, 2, 2, 2, 0, 2, 4.249841
1, 8, 0, 0, 15000000, 400, 1, 2, 2, 2, 2, 2, 4.214038
2, 8, 15000000, 0, 15000000, 400, 1, 2, 2, 2, 0, 2, 4.227992
3, 8, 0, 0, 15000000, 400, 1, 2, 2, 2, 2, 2, 4.268799
4, 8, 4, 0, 15000000, 400, 1, 2, 2, 2, 2, 2, 4.704231
5, 8, 15000000, 0, 15000000, 400, 1, 2, 2, 2, 1, 1, 4.223338
6, 8, 2, 0, 15000000, 400, 1, 2, 2, 2, 2, 2, 4.229095
7, 8, 0, 0, 15000000, 400, 1, 2, 2, 2, 2, 1, 4.235702
0, 8, 755, 500, 755, 500, 1, 2, 2, 1, 0, 1, 0.000326
1, 8, 1, 2, 15000000, 500, 1, 2, 2, 1, 2, 2, 15.675951
2, 8, 1, 1, 15000000, 500, 1, 2, 2, 1, 1, 0, 15.612920
3, 8, 0, 0, 15000000, 500, 1, 2, 2, 1, 1, 0, 17.967547
4, 8, 0, 14, 15000000, 500, 1, 2, 2, 1, 2, 1, 12.848300
5, 8, 0, 0, 15000000, 500, 1, 2, 2, 1, 1, 0, 16.119976
6, 8, 0, 0, 15000000, 500, 1, 2, 2, 1, 2, 2, 16.382645
7, 8, 1, 2, 15000000, 500, 1, 2, 2, 1, 2, 2, 17.946524
0, 8, 132, 100, 132, 100, 1, 2, 3, 1, 0, 1, 0.000084
1, 8, 0, 0, 15000000, 100, 1, 2, 3, 1, 2, 1, 6.315424
2, 8, 154, 100, 164, 100, 1, 2, 3, 1, 0, 1, 0.000090
3, 8, 3, 2, 15000000, 100, 1, 2, 3, 1, 1, 2, 6.613499
4, 8, 2, 1, 15000000, 100, 1, 2, 3, 1, 1, 2, 6.614308
5, 8, 0, 0, 15000000, 100, 1, 2, 3, 1, 2, 1, 6.672534
6, 8, 0, 14, 15000000, 100, 1, 2, 3, 1, 2, 2, 6.216701
7, 8, 141, 100, 144, 100, 1, 2, 3, 1, 0, 1, 0.000093
0, 8, 200, 200, 200, 200, 1, 2, 3, 0, 0, 0, 0.000550
1, 8, 1, 200, 200, 200, 1, 2, 3, 0, 2, 2, 0.000595
2, 8, 0, 200, 200, 200, 1, 2, 3, 0, 1, 1, 0.000592
3, 8, 3, 200, 200, 200, 1, 2, 3, 0, 1, 1, 0.000591
4, 8, 200, 200, 200, 200, 1, 2, 3, 0, 0, 0, 0.000560
5, 8, 0, 200, 200, 200, 1, 2, 3, 0, 1, 1, 0.000594
6, 8, 0, 200, 200, 200, 1, 2, 3, 0, 2, 2, 0.000591
7, 8, 1, 200, 200, 200, 1, 2, 3, 0, 1, 1, 0.000581
0, 8, 15000000, 1, 15000000, 300, 1, 2, 3, 1, 0, 1, 4.249669
1, 8, 5, 0, 15000000, 300, 1, 2, 3, 1, 2, 2, 4.315891
2, 8, 2, 0, 15000000, 300, 1, 2, 3, 1, 2, 2, 4.350830
3, 8, 0, 0, 15000000, 300, 1, 2, 3, 1, 2, 2, 4.318777
4, 8, 0, 0, 15000000, 300, 1, 2, 3, 1, 2, 2, 4.535533
5, 8, 1, 0, 15000000, 300, 1, 2, 3, 1, 2, 2, 4.480230
6, 8, 15000000, 1, 15000000, 300, 1, 2, 3, 1, 1, 2, 4.240980
7, 8, 0, 0, 15000000, 300, 1, 2, 3, 1, 1, 1, 4.262424
0, 8, 819, 400, 819, 400, 1, 2, 3, 2, 0, 2, 0.000323
1, 8, 0, 5, 15000000, 400, 1, 2, 3, 2, 2, 2, 6.479397
2, 8, 0, 0, 15000000, 400, 1, 2, 3, 2, 1, 2, 6.373843
3, 8, 0, 0, 15000000, 400, 1, 2, 3, 2, 1, 2, 5.850012
4, 8, 1, 0, 15000000, 400, 1, 2, 3, 2, 1, 1, 5.777410
5, 8, 0, 0, 15000000, 400, 1, 2, 3, 2, 1, 2, 6.053221
6, 8, 0, 0, 15000000, 400, 1, 2, 3, 2, 1, 2, 6.136048
7, 8, 2, 400, 783, 400, 1, 2, 3, 2, 1, 2, 0.000321
0, 8, 1496, 500, 1496, 500, 1, 2, 3, 2, 0, 2, 0.002905
1, 8, 1, 1, 15000000, 500, 1, 2, 3, 2, 2, 2, 6.644904
2, 8, 3, 1, 15000000, 500, 1, 2, 3, 2, 2, 1, 8.533009
3, 8, 2, 2, 15000000, 500, 1, 2, 3, 2, 2, 2, 7.111494
4, 8, 5, 4, 15000000, 500, 1, 2, 3, 2, 1, 2, 8.414459
5, 8, 0, 4, 15000000, 500, 1, 2, 3, 2, 2, 2, 8.648466
6, 8, 0, 0, 15000000, 500, 1, 2, 3, 2, 2, 2, 6.279181
7, 8, 1, 0, 15000000, 500, 1, 2, 3, 2, 2, 2, 5.135097
0, 8, 197, 100, 197, 100, 1, 2, 4, 2, 0, 2, 0.000293
1, 8, 3, 3, 15000000, 100, 1, 2, 4, 2, 2, 1, 6.050811
2, 8, 0, 100, 210, 100, 1, 2, 4, 2, 1, 2, 0.000317
3, 8, 0, 0, 15000000, 100, 1, 2, 4, 2, 2, 2, 6.362462
4, 8, 0, 1, 15000000, 100, 1, 2, 4, 2, 2, 2, 6.105095
5, 8, 214, 100, 214, 100, 1, 2, 4, 2, 2, 2, 0.000306
6, 8, 214, 100, 216, 100, 1, 2, 4, 2, 0, 2, 0.000311
7, 8, 0, 0, 15000000, 100, 1, 2, 4, 2, 2, 2, 6.258914
0, 8, 759, 200, 759, 200, 1, 2, 4, 2, 0, 2, 0.000265
1, 8, 0, 0, 15000000, 200, 1, 2, 4, 2, 1, 2, 5.113793
